"INDEX","PRICE"
1,324731.766153473
2,189755.793845839
3,315798.342696706
4,371850.283185142
5,350551.655886946
6,430566.471254907
7,322340.352536501
8,376574.787744576
9,366771.977112393
10,331494.532190344
11,356088.263357977
12,494972.05087659
13,331936.74892027
14,360449.73893212
15,413732.174504173
16,429975.520350207
17,365824.261497119
18,433167.350315425
19,518839.467960067
20,564659.890587391
21,367864.904876346
22,424495.89286195
23,363430.589343757
24,522976.036885205
25,506012.610027473
26,499650.993362884
27,582036.301671123
28,604201.414466505
29,537111.101565399
30,513324.494008338
31,589736.901809114
32,553419.161512387
33,535566.891634776
34,451453.802979155
35,687464.175763713
36,629218.533967841
37,580214.629959468
38,460057.890400493
39,643364.605395478
40,432177.923146514
41,589861.113573695
42,488321.232955987
43,438800.069427984
44,523361.985767515
45,403663.158341884
46,336270.958764485
47,407546.117957358
48,353979.941653651
49,371432.226550383
50,433796.365225223
51,369667.227776447
52,397776.617953862
53,342705.456592744
54,332560.517198462
55,385577.758817321
56,394344.960359826
57,382682.500677808
58,387167.68634472
59,354741.094480778
60,533297.143874106
61,539174.787684178
62,416941.718414729
63,469205.49990444
64,428974.550089593
65,546650.558614625
66,523528.755043994
67,647354.420688708
68,476190.662613972
69,497821.519380482
70,329760.744455111
71,554333.025514923
72,604858.151450453
73,423512.791466328
74,448192.447566286
75,523727.105755987
76,572884.759304253
77,444152.902260001
78,559516.104906543
79,354006.304088222
80,450096.803789239
81,502753.34258627
82,516332.003847466
83,540983.490625249
84,562276.910000706
85,535539.591490976
86,589859.997450142
87,264874.831983638
88,588560.017673042
89,355734.269265311
90,427723.206117055
91,383892.029222657
92,591796.756518359
93,598370.575811725
94,428712.498168006
95,311379.179707055
96,313982.715366698
97,356464.45737434
98,367344.251250283
99,325677.305548155
100,303404.745720021
101,330992.899343013
102,357488.393715682
103,413911.811585384
104,513540.260806293
105,401619.905972676
106,382455.689197369
107,332490.633910514
108,376142.630862876
109,359292.182822212
110,398925.810277844
111,690601.838011614
112,501605.626507528
113,331003.329842855
114,339535.858403616
115,409731.163478357
116,388763.34977746
117,355019.359186806
118,567852.692239655
119,380746.867111308
120,357887.12372342
121,456611.209406828
122,446589.994865176
123,333132.958905179
124,367650.168361123
125,434826.350891667
126,356079.945964242
127,352870.82376173
128,588741.190987549
