"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,9,0.05,0.6,5,0.8,1000,0.404435387123107,0.487871872354843,0.248663487518343,0.0102241966732397,0.0167550552132282,0.00364502349647479
"7",0.01,9,0.05,0.6,6,0.8,1000,0.404394853047616,0.487972044964505,0.248608739334507,0.0102100397012212,0.0167116010350606,0.00362972375007909
"13",0.01,9,0.05,1,5,0.8,1000,0.405218040017359,0.485903366811889,0.2494002586732,0.0101946467323278,0.0167588859471997,0.00367523262757063
"19",0.01,9,0.05,1,6,0.8,1000,0.405165674801591,0.486033724510869,0.249347846139769,0.0101664489722048,0.0166687807014311,0.00368019857769416
"25",0.01,9,0.1,0.6,5,0.8,1000,0.404443626551305,0.48784905156018,0.248680575144706,0.0101792802278231,0.016647576876716,0.00362152094562335
"31",0.01,9,0.1,0.6,6,0.8,1000,0.404406297654067,0.487941993585232,0.248628188312461,0.0102085646222279,0.0167438310748134,0.0036322294230359
"37",0.01,9,0.1,1,5,0.8,1000,0.405228346151429,0.48587919471234,0.24941162093557,0.0101290656987324,0.0166053493050585,0.00363409659442406
"43",0.01,9,0.1,1,6,0.8,1000,0.405121886288281,0.486140582141573,0.249347188516368,0.0101666384943168,0.0167226861688461,0.00365260323093784
"49",0.01,10,0.05,0.6,5,0.8,1000,0.404712407799938,0.487188173522359,0.248947599259016,0.0100975064154469,0.0164800834457426,0.00357597534699778
"55",0.01,10,0.05,0.6,6,0.8,1000,0.404633527234653,0.487380964632895,0.248859424840619,0.0101590662560235,0.0166166654393193,0.0036333490130125
"61",0.01,10,0.05,1,5,0.8,1000,0.405762111637946,0.48458438296938,0.24992480189937,0.0100876838933446,0.0165189708163894,0.00362660151271609
"67",0.01,10,0.05,1,6,0.8,1000,0.405647951637099,0.484860471037434,0.249834390996059,0.0101039830268258,0.0165841869779979,0.00360722615906099
"73",0.01,10,0.1,0.6,5,0.8,1000,0.404714988784502,0.487182108673237,0.248958467323391,0.0101483704559077,0.0165958526310807,0.00360236186721072
"79",0.01,10,0.1,0.6,6,0.8,1000,0.404582033116692,0.48751236664906,0.248844755358195,0.0101822851407094,0.0166800096161794,0.00360918360420972
"85",0.01,10,0.1,1,5,0.8,1000,0.405780657470514,0.484537760765417,0.249937400547844,0.0100879944710624,0.0165318960265865,0.00361228184094148
"91",0.01,10,0.1,1,6,0.8,1000,0.405653517974028,0.484846228743465,0.249830290493585,0.0100715617765421,0.0164823909746259,0.00361669481692742
"2",0.01,9,0.05,0.6,5,0.8,2000,0.406348563427405,0.483293898110883,0.250427068879274,0.0100318354072187,0.0163402566112517,0.0035737523565859
"8",0.01,9,0.05,0.6,6,0.8,2000,0.406186709250052,0.483679101078267,0.250259235775737,0.0100442523366626,0.0163750541975136,0.00355808634815427
"14",0.01,9,0.05,1,5,0.8,2000,0.408143413753794,0.478974106733836,0.252077048719776,0.00999587330642515,0.0163792482551386,0.00358613554645658
"20",0.01,9,0.05,1,6,0.8,2000,0.407923904026252,0.479488312757852,0.251912005342299,0.00998840860133349,0.0163262050780108,0.0036082212922236
"26",0.01,9,0.1,0.6,5,0.8,2000,0.406242342813686,0.483544326149243,0.25032553424827,0.0100046803405345,0.0162503882308558,0.00354112084661744
"32",0.01,9,0.1,0.6,6,0.8,2000,0.406139238889264,0.483785793695506,0.250237051672417,0.0100817547115862,0.0164874320189286,0.00357920742651289
"38",0.01,9,0.1,1,5,0.8,2000,0.408069771010991,0.479144524471745,0.252015224100355,0.00995232002482294,0.0162777998816651,0.0035460412478821
"44",0.01,9,0.1,1,6,0.8,2000,0.407844478115,0.479675677410507,0.251834385258108,0.0099898446437454,0.01638289059761,0.00355551299751739
"50",0.01,10,0.05,0.6,5,0.8,2000,0.407851585865242,0.479784672468441,0.251912027292982,0.00989618568126066,0.0160997047563847,0.0034823243315581
"56",0.01,10,0.05,0.6,6,0.8,2000,0.407636581572253,0.480281970376257,0.251723121174607,0.00995633867948574,0.0162090775197526,0.00350893649040965
"62",0.01,10,0.05,1,5,0.8,2000,0.410333963685158,0.473933901751695,0.254193154023595,0.00988583607337914,0.0161732027594879,0.00352212846189603
"68",0.01,10,0.05,1,6,0.8,2000,0.409935469223469,0.474844194025598,0.253860241480996,0.00987348789866333,0.0161536318388761,0.00348743755840851
"74",0.01,10,0.1,0.6,5,0.8,2000,0.40770816771023,0.48010800404351,0.251779016703573,0.00997004332959173,0.0162529636548305,0.00352108202633877
"80",0.01,10,0.1,0.6,6,0.8,2000,0.407407553916175,0.48082059037322,0.25156529994565,0.00999709471246639,0.0163139595839674,0.0035489148744223
"86",0.01,10,0.1,1,5,0.8,2000,0.410155331314959,0.474336174410531,0.254000426998979,0.00987397095244827,0.0161356611711825,0.00347801516298275
"92",0.01,10,0.1,1,6,0.8,2000,0.409817835712131,0.47510617112344,0.253742666279872,0.00987102554004512,0.0161650049033741,0.0034971926099153
"3",0.01,9,0.05,0.6,5,0.8,3000,0.409092568713348,0.476937042639821,0.253102491078597,0.00988956801344281,0.0160731279514315,0.00350464116279867
"9",0.01,9,0.05,0.6,6,0.8,3000,0.408851208183815,0.477490563031158,0.252895314369266,0.00992725297376927,0.0161732809248128,0.00349876817888724
"15",0.01,9,0.05,1,5,0.8,3000,0.411813338593382,0.470599076431959,0.255573326014052,0.0098555264546204,0.0161455893440214,0.00348980216459134
"21",0.01,9,0.05,1,6,0.8,3000,0.411505956109419,0.471292061472948,0.255359189432331,0.00985885899846281,0.0161465236380346,0.00351414570004743
"27",0.01,9,0.1,0.6,5,0.8,3000,0.408874891206893,0.477427686365747,0.25290663897181,0.00987422634736354,0.0160321540353961,0.00347430856906233
"33",0.01,9,0.1,0.6,6,0.8,3000,0.408679554684218,0.477871111852114,0.252748915679028,0.00997245399779715,0.0162824610733713,0.0035202164839815
"39",0.01,9,0.1,1,5,0.8,3000,0.411585026141711,0.471111719757885,0.255350505820007,0.00983572756641545,0.0160984155030222,0.00347329525183726
"45",0.01,9,0.1,1,6,0.8,3000,0.411249334619547,0.471876607646006,0.255146014029348,0.00985354034996408,0.0161476929400721,0.00348035359379317
"51",0.01,10,0.05,0.6,5,0.8,3000,0.411851005278883,0.470707025401568,0.255737594336983,0.00972751739085199,0.0158153521842573,0.00340062394106657
"57",0.01,10,0.05,0.6,6,0.8,3000,0.411457453730246,0.471588332460555,0.255472681505873,0.00981264769249849,0.0159645314481629,0.00343767775157875
"63",0.01,10,0.05,1,5,0.8,3000,0.415465992438659,0.462533029123231,0.258926465692851,0.00970935837100722,0.0159152149638732,0.00342983597554312
"69",0.01,10,0.05,1,6,0.8,3000,0.414944746933157,0.463661428579252,0.258563187052311,0.00974761847396698,0.015982519284162,0.00343458908192749
"75",0.01,10,0.1,0.6,5,0.8,3000,0.411408969136624,0.471675019766218,0.255345217732792,0.00982224869193623,0.015984244241857,0.00343772760781448
"81",0.01,10,0.1,0.6,6,0.8,3000,0.410964522652624,0.472692927074371,0.255037070291486,0.00985742195680769,0.0161176198892966,0.00347205656088526
"87",0.01,10,0.1,1,5,0.8,3000,0.414990565409752,0.463560723561846,0.258457669908377,0.00970796916736199,0.0158546095043159,0.00339507363967925
"93",0.01,10,0.1,1,6,0.8,3000,0.414516974730526,0.464595595441585,0.258178270782798,0.00972965195543104,0.015961898083448,0.00341911886385783
"4",0.01,9,0.05,0.6,5,0.8,4000,0.412075586449047,0.470214040633277,0.255940688997581,0.00977946588070145,0.0158922848440306,0.00344692291546187
"10",0.01,9,0.05,0.6,6,0.8,4000,0.411748527827116,0.470941725133936,0.255703116552173,0.00982918168608458,0.0160128995197185,0.00346394049470619
"16",0.01,9,0.05,1,5,0.8,4000,0.415511673442232,0.462440241934486,0.258960599046101,0.00975782346912357,0.0160008672350107,0.00342815227008603
"22",0.01,9,0.05,1,6,0.8,4000,0.415169475509147,0.463189889266571,0.258759701935361,0.0097517809926352,0.0159870435098411,0.00344463650806913
"28",0.01,9,0.1,0.6,5,0.8,4000,0.411614440123703,0.47123310709175,0.255536318074853,0.00978790303423137,0.0159062868994213,0.00342821074324327
"34",0.01,9,0.1,0.6,6,0.8,4000,0.411369502478557,0.471774039424189,0.255376346348628,0.00986156047515473,0.0160774921039293,0.00345783577792661
"40",0.01,9,0.1,1,5,0.8,4000,0.415078218014366,0.463381678959456,0.258541923524869,0.00973260021053342,0.0159427974912049,0.00341963914921752
"46",0.01,9,0.1,1,6,0.8,4000,0.414702524872383,0.464215430088817,0.258357447955468,0.00974653347180814,0.0159910201179066,0.00342902127214246
"52",0.01,10,0.05,0.6,5,0.8,4000,0.415876860528586,0.461884584521102,0.259451842448533,0.00960392152536739,0.0156256954203214,0.00336560370148055
"58",0.01,10,0.05,0.6,6,0.8,4000,0.415363606101503,0.462998836089579,0.259161038648139,0.00968546209144103,0.0157343382355576,0.00340166604609186
"64",0.01,10,0.05,1,5,0.8,4000,0.420314547978113,0.452207193805287,0.263210312839007,0.00959151608532763,0.0157573414653914,0.0033910193875729
