"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,6,0.05,0.6,1,0.8,1000,0.405272052762987,0.48580596022893,0.249659568900047,0.009916019004583,0.0159788508534953,0.00353321764216287
"7",0.01,6,0.05,0.6,2,0.8,1000,0.405247480359175,0.485871121430215,0.249645529430874,0.00989588261618415,0.0159887353487133,0.00353583527963395
"13",0.01,6,0.05,1,1,0.8,1000,0.40548534321912,0.485242939927012,0.249768710499253,0.00988868598661177,0.0159513585634063,0.00354100202569178
"19",0.01,6,0.05,1,2,0.8,1000,0.405452894730738,0.485327736815434,0.249773347827788,0.0098995761304692,0.0159815856668854,0.0035449477980827
"25",0.01,6,0.1,0.6,1,0.8,1000,0.405278699953198,0.485789766181305,0.249679765707519,0.00990669600514269,0.015979485364226,0.00353944284114737
"31",0.01,6,0.1,0.6,2,0.8,1000,0.40526466668577,0.485827238435215,0.249645817338226,0.00988723645143011,0.0159365446020303,0.00353170864032868
"37",0.01,6,0.1,1,1,0.8,1000,0.405479336199091,0.485256889336808,0.249789742661672,0.00989322799614499,0.0160085400604718,0.0035363573621391
"43",0.01,6,0.1,1,2,0.8,1000,0.405464884201977,0.485294253043644,0.249768758056709,0.00989885887413835,0.0159629809071142,0.00353216692486655
"49",0.01,8,0.05,0.6,1,0.8,1000,0.404543301576752,0.487596713269485,0.248810118256385,0.00988501630392627,0.0158759033762476,0.00357070248977723
"55",0.01,8,0.05,0.6,2,0.8,1000,0.404508913053407,0.487685284035833,0.248763678235379,0.00988246158254605,0.0158409958675254,0.0035330405322109
"61",0.01,8,0.05,1,1,0.8,1000,0.405252639153573,0.485799000605179,0.249402414960131,0.00986035108922319,0.0158137236035269,0.00357772932007908
"67",0.01,8,0.05,1,2,0.8,1000,0.405114031600346,0.486146594522511,0.249322122954227,0.00990405155521993,0.0159095284081419,0.00359759269088379
"73",0.01,8,0.1,0.6,1,0.8,1000,0.404563454465596,0.487547906929941,0.248836675163649,0.0099351229890138,0.0159683613321645,0.00357443115071781
"79",0.01,8,0.1,0.6,2,0.8,1000,0.404490570602111,0.487732509452999,0.24877536738778,0.00987524599485662,0.0158090797637033,0.00356253372164639
"85",0.01,8,0.1,1,1,0.8,1000,0.40522744083388,0.485862594421244,0.249400229118283,0.0098843699584065,0.015885513913859,0.00359134458610707
"91",0.01,8,0.1,1,2,0.8,1000,0.405119920237435,0.48613331955862,0.249325950456717,0.00988185963474231,0.0158990534147764,0.00360446687710699
"2",0.01,6,0.05,0.6,1,0.8,2000,0.404711909393062,0.487164563592913,0.248836816638977,0.00988661482384417,0.0158127891553282,0.0035349765408808
"8",0.01,6,0.05,0.6,2,0.8,2000,0.404676656690936,0.487254493590289,0.24881599632467,0.0098930986661221,0.0158849347397269,0.00354165778510059
"14",0.01,6,0.05,1,1,0.8,2000,0.405164915615616,0.486025711111323,0.249214607603332,0.00989695471750728,0.0159084014676218,0.00358016469716351
