"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,8,0.05,0.6,1,0.8,1000,0.404667043795782,0.487304895858026,0.248862138913776,0.0100239138753359,0.0148749351329979,0.003493573693617
"7",0.01,8,0.05,0.6,2,0.8,1000,0.404542180306438,0.487623376057155,0.248772848938661,0.010016475848092,0.0148904403680267,0.00352921465634068
"13",0.01,8,0.05,0.6,3,0.8,1000,0.404497502257743,0.487737722722339,0.248713307248335,0.0100116829402638,0.0148816260341939,0.00348382807581797
"19",0.01,8,0.05,1,1,0.8,1000,0.405356505618554,0.485558184728338,0.249454047580155,0.0101087259267597,0.0150783991258929,0.00352512181105991
"25",0.01,8,0.05,1,2,0.8,1000,0.405196425114893,0.485963602701158,0.249327414697318,0.0100773583397918,0.0150466533079347,0.0035370798682831
"31",0.01,8,0.05,1,3,0.8,1000,0.405088268487312,0.48623440042631,0.249272106107263,0.0100740980520856,0.0150806072424241,0.0035171150694263
"37",0.01,8,0.1,0.6,1,0.8,1000,0.404607427792061,0.487456063366977,0.24883325383699,0.0100412006545391,0.0149235542720825,0.00350811057713792
"43",0.01,8,0.1,0.6,2,0.8,1000,0.404559742043319,0.487580999068725,0.24878327236571,0.0100084697077196,0.0148236023970523,0.00350435088279949
"49",0.01,8,0.1,0.6,3,0.8,1000,0.404505616831468,0.487716204910614,0.248727636097631,0.0100047473254634,0.0148674660731093,0.00352248973295874
"55",0.01,8,0.1,1,1,0.8,1000,0.405338876506797,0.485602787638603,0.249437997753765,0.0100852803818292,0.0150792594581948,0.00351632906858822
"61",0.01,8,0.1,1,2,0.8,1000,0.405209660552358,0.485927337229137,0.24934351527004,0.010076412269074,0.0150498060714578,0.00351306857793948
"67",0.01,8,0.1,1,3,0.8,1000,0.405092084655907,0.486224209360194,0.249257773204793,0.0100983936139115,0.0150957253501001,0.00353362510548935
"2",0.01,8,0.05,0.6,1,0.8,2000,0.405830668953485,0.484496962653768,0.249741748912936,0.0100581382515777,0.0149412839704828,0.00352786745357823
"8",0.01,8,0.05,0.6,2,0.8,2000,0.405629002054809,0.484990470629604,0.249631119560644,0.0100404539775577,0.0149067360974704,0.00356509053331055
"14",0.01,8,0.05,0.6,3,0.8,2000,0.405510759587297,0.485276865177305,0.24952423742838,0.0100482087741078,0.0148750634511608,0.00351663982105724
"20",0.01,8,0.05,1,1,0.8,2000,0.40739335464385,0.48070101246798,0.2510531226384,0.0101721176420109,0.0152251153726538,0.00359641433617139
"26",0.01,8,0.05,1,2,0.8,2000,0.407117090561791,0.481368548575872,0.250876873476042,0.0101103078876673,0.0151139807287415,0.00360313641866318
"32",0.01,8,0.05,1,3,0.8,2000,0.406883641413691,0.481929162977441,0.25077050633939,0.0100355049467092,0.0149976941926552,0.00352890251840097
"38",0.01,8,0.1,0.6,1,0.8,2000,0.405726115634308,0.484752553911194,0.24967390266698,0.0100931700133395,0.0149902768932052,0.00355749736172594
"44",0.01,8,0.1,0.6,2,0.8,2000,0.405586896143183,0.485091917842652,0.249582274534516,0.0100219011897384,0.0147791011226221,0.00352858525051523
"50",0.01,8,0.1,0.6,3,0.8,2000,0.405455870474626,0.485409437262072,0.249479122612252,0.0100193698727091,0.0148402056805091,0.00353319962305291
"56",0.01,8,0.1,1,1,0.8,2000,0.407330857814602,0.480847932659635,0.250983179051645,0.0101415704397356,0.015214553295527,0.00358655699283001
"62",0.01,8,0.1,1,2,0.8,2000,0.407080325961125,0.481452251393252,0.25086235175948,0.0100607431031289,0.0149890467397877,0.00353697088149609
"68",0.01,8,0.1,1,3,0.8,2000,0.406870188796538,0.481956939006934,0.250736572820969,0.0100950853990705,0.0150824759276135,0.00356011175361613
"3",0.01,8,0.05,0.6,1,0.8,3000,0.408006544878078,0.479394438774605,0.251648974793034,0.0101255101229824,0.015070155936299,0.00360802068929804
"9",0.01,8,0.05,0.6,2,0.8,3000,0.407686757839206,0.480152712623112,0.251498884300702,0.010090899109132,0.0150283431084128,0.00362243140685404
"15",0.01,8,0.05,0.6,3,0.8,3000,0.4074204389762,0.480778302509038,0.25132683559597,0.0100701275395502,0.0149195821098448,0.00354520986370045
"21",0.01,8,0.05,1,1,0.8,3000,0.410347212780418,0.473875080046315,0.253567935454409,0.0102297135673495,0.0153656160568981,0.00367869461331264
"27",0.01,8,0.05,1,2,0.8,3000,0.409933490620225,0.474832467208965,0.253369410242367,0.0101608208664854,0.0152635582183643,0.00368636238297423
"33",0.01,8,0.05,1,3,0.8,3000,0.409547380088728,0.47573268356089,0.253211938329283,0.0100593197082632,0.0150777719614579,0.0035937714445205
"39",0.01,8,0.1,0.6,1,0.8,3000,0.407815531286497,0.479841142158137,0.251492412051579,0.0101276910412893,0.0150878353779696,0.00361191342528656
