"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,9,0.05,0.6,1,0.8,1000,0.404802925851638,0.486930046239393,0.248986070774298,0.00988119983306088,0.0147240501820167,0.00360483446943923
"7",0.01,9,0.05,0.6,2,0.8,1000,0.404623859718729,0.487381448659832,0.248858177386176,0.00987429955633733,0.0146970595477393,0.00360610393972257
"13",0.01,9,0.05,1,1,0.8,1000,0.405850719641984,0.484317840259489,0.249907823851554,0.00988382668679021,0.0148119642031385,0.00361067223530475
"19",0.01,9,0.05,1,2,0.8,1000,0.405657757065922,0.484795525347097,0.249782321039047,0.00991285210447639,0.0148753448823758,0.00366125602972733
"25",0.01,9,0.1,0.6,1,0.8,1000,0.404741865012284,0.487082126449596,0.248972694158113,0.00988439524111851,0.0146879561501734,0.00360412680416948
"31",0.01,9,0.1,0.6,2,0.8,1000,0.404640188038241,0.487338983869492,0.248890636928824,0.00983692434413403,0.0145909113217541,0.00360945086273708
"37",0.01,9,0.1,1,1,0.8,1000,0.405833613407432,0.484359262001729,0.249877090820296,0.00990838959661058,0.0148310153792649,0.0036240047488629
"43",0.01,9,0.1,1,2,0.8,1000,0.405588906263675,0.484966504660407,0.24974991115238,0.00985618910276221,0.0147228050017482,0.00362794344472955
"49",0.01,10,0.05,0.6,1,0.8,1000,0.405339059368681,0.485623594904758,0.249439615369348,0.00992171061028284,0.0148989632539367,0.00365416026341914
"55",0.01,10,0.05,0.6,2,0.8,1000,0.405084903687714,0.486253100984048,0.249266801103007,0.0099008239664427,0.0148088905855447,0.00365651481908611
"61",0.01,10,0.05,1,1,0.8,1000,0.40694149003257,0.481690626671409,0.250756974203136,0.00998852148511937,0.0150348512879983,0.00367155978627757
"67",0.01,10,0.05,1,2,0.8,1000,0.406513315600285,0.482734749326219,0.250538180216993,0.0099829899808058,0.0149838262480496,0.00367471436315911
"73",0.01,10,0.1,0.6,1,0.8,1000,0.405299832451947,0.485721735374656,0.249446949712341,0.0100110311822211,0.0150527106619922,0.00370718305875939
"79",0.01,10,0.1,0.6,2,0.8,1000,0.405062329109022,0.486307059720703,0.249266469017832,0.00991761936271616,0.0148481280215636,0.00362405697677902
"85",0.01,10,0.1,1,1,0.8,1000,0.406829878388143,0.48196043262517,0.250696633299236,0.0100094509942531,0.015139175142743,0.00368742390113378
"91",0.01,10,0.1,1,2,0.8,1000,0.4064371847046,0.482921566135671,0.250489601666715,0.0100138739849771,0.015136574217241,0.00370609028199386
"2",0.01,9,0.05,0.6,1,0.8,2000,0.407309060344008,0.480996929141631,0.25110505085288,0.0100255002924274,0.0152000786278269,0.00372301631560626
"8",0.01,9,0.05,0.6,2,0.8,2000,0.406937973986765,0.481878753362129,0.250882369022381,0.00998695114886582,0.0150467230972099,0.0037087047408732
"14",0.01,9,0.05,1,1,0.8,2000,0.409605653872856,0.475544768923007,0.253058244963522,0.0100699777830773,0.0153588238213458,0.00378021981306972
"20",0.01,9,0.05,1,2,0.8,2000,0.409169002981287,0.476563941576588,0.252849732244072,0.0100899642791576,0.0153743646630677,0.00380023454410486
"26",0.01,9,0.1,0.6,1,0.8,2000,0.407076553889296,0.481545608836001,0.250933287026493,0.0100209391035029,0.0151591112748309,0.00370028988985028
"32",0.01,9,0.1,0.6,2,0.8,2000,0.406816172238755,0.482160100003436,0.250795842287316,0.00994233673441858,0.0149408880020206,0.00370584845270297
"38",0.01,9,0.1,1,1,0.8,2000,0.409428766603264,0.475951690726071,0.252874629876842,0.010062668229206,0.0153112131212552,0.0037660634667515
"44",0.01,9,0.1,1,2,0.8,2000,0.408945885081493,0.477088474241487,0.252669454259056,0.00999519483845043,0.0151417446645061,0.00375589955548786
"50",0.01,10,0.05,0.6,1,0.8,2000,0.409680434158279,0.475519846789757,0.253129789487194,0.0100426951613258,0.0153039506420769,0.00375637467315891
"56",0.01,10,0.05,0.6,2,0.8,2000,0.409041312055239,0.477009628029941,0.252785227124167,0.01005951128963,0.0152883331938134,0.00380922396596751
"62",0.01,10,0.05,1,1,0.8,2000,0.412916711051378,0.468052911259513,0.255749323018575,0.0101839088261001,0.0156508748405305,0.00387079622604786
"68",0.01,10,0.05,1,2,0.8,2000,0.412135111583932,0.469815244876776,0.255437015766584,0.0101573517219936,0.0154918268739025,0.0038464701070304
"74",0.01,10,0.1,0.6,1,0.8,2000,0.40927026000169,0.476462153645377,0.252801318449484,0.0101479473836177,0.015535423781845,0.00381228827393082
"80",0.01,10,0.1,0.6,2,0.8,2000,0.408701853410279,0.477793685721302,0.25250165540564,0.0100732636160467,0.0153812907439665,0.00374986894190066
"86",0.01,10,0.1,1,1,0.8,2000,0.412381987948088,0.469263315516621,0.25529297224613,0.0101717167291377,0.0156612539841175,0.00385834010368727
"92",0.01,10,0.1,1,2,0.8,2000,0.411720996242277,0.470764829370769,0.255046983536402,0.0101730342052974,0.0156357979587632,0.00386584267608711
"3",0.01,9,0.05,0.6,1,0.8,3000,0.410812825250541,0.472990751002555,0.254136625346533,0.0101070568146366,0.0154569719034152,0.00379847083971366
"9",0.01,9,0.05,0.6,2,0.8,3000,0.410249232883439,0.47427555158668,0.253878351035529,0.0100833687414481,0.0153623955526738,0.00381270438310267
"15",0.01,9,0.05,1,1,0.8,3000,0.414076601756052,0.465534676656587,0.256766273531914,0.0102000307790701,0.0157145054557345,0.00389966463974167
"21",0.01,9,0.05,1,2,0.8,3000,0.413443044802413,0.466946114840427,0.256574222114258,0.0102162496498906,0.0157135676647228,0.00394692775236616
"27",0.01,9,0.1,0.6,1,0.8,3000,0.410307118331151,0.47413507516213,0.253716861674938,0.010113410863096,0.015439470447765,0.00379119852094638
"33",0.01,9,0.1,0.6,2,0.8,3000,0.409894473285343,0.47506840891437,0.253566508986897,0.0100362555734528,0.01525489437399,0.00380648948592851
"39",0.01,9,0.1,1,1,0.8,3000,0.413623673378748,0.466534519305639,0.256340337865795,0.0101899192466881,0.0156599323637232,0.00387806723914374
"45",0.01,9,0.1,1,2,0.8,3000,0.41299879949852,0.467938623712345,0.256171917590319,0.010136330719822,0.0155178918679757,0.00388822985316336
"51",0.01,10,0.05,0.6,1,0.8,3000,0.414732040467171,0.464296016445612,0.257321282515,0.010130731332919,0.0155878477902268,0.00386636329950437
"57",0.01,10,0.05,0.6,2,0.8,3000,0.413844534226297,0.466269227462203,0.257003584745759,0.0101729581857355,0.015648306193854,0.00394185502246731
"63",0.01,10,0.05,1,1,0.8,3000,0.41902581417458,0.454866176666134,0.260662357796031,0.0103366934900374,0.0160281487860605,0.00402184074324858
"69",0.01,10,0.05,1,2,0.8,3000,0.418053609555051,0.456934679638208,0.260401980340475,0.0102966827632384,0.0158719058429636,0.00401428971319436
"75",0.01,10,0.1,0.6,1,0.8,3000,0.413780539209314,0.466387387253218,0.256540722465394,0.0102750894864524,0.0159006335727919,0.00394328639714168
"81",0.01,10,0.1,0.6,2,0.8,3000,0.413045783297251,0.468028392950767,0.256301220392976,0.0101405367091044,0.0156081353440578,0.00384468172277213
"87",0.01,10,0.1,1,1,0.8,3000,0.417960004037742,0.457149327558171,0.259730529351944,0.0102830041665758,0.0159572879974447,0.0039825755844621
"93",0.01,10,0.1,1,2,0.8,3000,0.417215873491316,0.458739998922101,0.259637705504044,0.010304767651704,0.0159934473397472,0.00400294119159908
"4",0.01,9,0.05,0.6,1,0.8,4000,0.414400112701662,0.465064701520643,0.257119756408243,0.0101696148046163,0.0156755215250068,0.00385133854888154
"10",0.01,9,0.05,0.6,2,0.8,4000,0.413707111003462,0.466586724291057,0.256911274197973,0.0101666405637921,0.0155662181254748,0.0039151827254535
"16",0.01,9,0.05,1,1,0.8,4000,0.418311047400568,0.456415701008577,0.260160397596948,0.010303892732804,0.0159323240872636,0.00401285913190996
"22",0.01,9,0.05,1,2,0.8,4000,0.417594403136207,0.457949963135936,0.260065051489575,0.010317342965084,0.0159676702418839,0.00404399850390868
"28",0.01,9,0.1,0.6,1,0.8,4000,0.413576331763626,0.466861475560472,0.256438760240354,0.0101540924844636,0.0156177563069116,0.00385722096811586
"34",0.01,9,0.1,0.6,2,0.8,4000,0.413039119072006,0.468037302375071,0.25632940925088,0.0101018022297118,0.0154581806303926,0.00388000891589212
"40",0.01,9,0.1,1,1,0.8,4000,0.417533211681785,0.458072962493321,0.259465946859993,0.0102934518757753,0.0158854153892116,0.00397873701440352
"46",0.01,9,0.1,1,2,0.8,4000,0.416850856467316,0.459552135357882,0.259402939803061,0.0101987068225748,0.0157055823326598,0.00396004784686629
"52",0.01,10,0.05,0.6,1,0.8,4000,0.419424122058475,0.4543019436211,0.261093022400392,0.0102389997387114,0.0158859590917709,0.00397821174972532
"58",0.01,10,0.05,0.6,2,0.8,4000,0.418455794258845,0.456359787267321,0.260883363095452,0.0102338011045326,0.015845895091696,0.00403507829120997
"64",0.01,10,0.05,1,1,0.8,4000,0.424262375422185,0.444071462124841,0.264711646762699,0.0104258260879126,0.0162350065769064,0.00413984591799675
"70",0.01,10,0.05,1,2,0.8,4000,0.423342059165048,0.445934340308057,0.264635542911817,0.0104064750908881,0.0161077765454235,0.00412254356434833
