"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,8,0.1,0.8,1,0.8,1000,0.405103800609841,0.486129954739557,0.249148351513938,0.00945912290773022,0.0156932098118156,0.00326558873512964
"2",0.01,8,0.1,0.8,1,0.8,1500,0.405668532365845,0.484769054126247,0.249511950917809,0.00943251260196815,0.0155598419991372,0.00330270702417989
"3",0.01,8,0.1,0.8,1,0.8,2000,0.406666491659802,0.482401776829305,0.250373124878765,0.0094064959136948,0.0154880871914909,0.00333466251440013
"4",0.01,8,0.1,0.8,1,0.8,2500,0.407838167703649,0.479660992869678,0.251393296840805,0.00942130073307855,0.0154971146394915,0.00338174514702645
"5",0.01,8,0.1,0.8,1,0.8,3000,0.409117362504722,0.476709531120846,0.252497597269173,0.0094153487834171,0.0154823184103992,0.00341782690173223
"6",0.01,8,0.1,0.8,1,0.8,3500,0.410428144763467,0.473728564743463,0.253628823218493,0.0094198563021234,0.0154806250342364,0.00344911676212968
"7",0.01,8,0.1,0.8,1,0.8,4000,0.41176656480323,0.470717977540159,0.254763095623008,0.00942852426167626,0.0154921738748848,0.00348603537331916
"8",0.01,8,0.1,0.8,1,0.8,4500,0.413079971136407,0.467803650584382,0.255860693114942,0.00943691493239706,0.0155097851518331,0.00352200316278246
"9",0.01,8,0.1,0.8,1,0.8,5000,0.414381520400084,0.464945169338539,0.256929240945313,0.0094375993690585,0.0155174353504023,0.00353921059592626
"10",0.01,8,0.1,0.8,1,0.8,5500,0.415631431144781,0.46223500981127,0.257943301504447,0.00946439227221311,0.015586848822055,0.00357843484110946
"11",0.01,8,0.1,0.8,1,0.8,6000,0.416839116623048,0.459637204608013,0.25891903830364,0.00946023266037128,0.0155909136708558,0.00359482042242155
