"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,10,0.05,0.4,1,0.8,1000,0.404771586326607,0.487056983550384,0.249119597576922,0.0100775105915236,0.01676931524815,0.0035461355059736
"7",0.01,10,0.05,0.6,1,0.8,1000,0.405482814698918,0.485314821779532,0.24952103689611,0.0100949505411822,0.0169959260889904,0.00357601267798719
"13",0.01,10,0.05,0.8,1,0.8,1000,0.406223712853215,0.483494029309395,0.250178310239288,0.0100682625260624,0.0171250305283121,0.00361312301181263
"19",0.01,10,0.05,1,1,0.8,1000,0.407024104017085,0.481530346108925,0.250789882486216,0.0100370293961802,0.0170853749999179,0.00360661958089763
"25",0.01,10,0.1,0.4,1,0.8,1000,0.404717960378152,0.487190243085373,0.249095909962359,0.0100929087967551,0.0168312547746222,0.0035528953634899
"31",0.01,10,0.1,0.6,1,0.8,1000,0.405351511369097,0.485632961627074,0.249467622890894,0.0100228961492102,0.0168133461384202,0.00355650264034001
"37",0.01,10,0.1,0.8,1,0.8,1000,0.406221776799187,0.483491476940063,0.250154659469237,0.0100650027872161,0.0171084127365839,0.00357559875755766
"43",0.01,10,0.1,1,1,0.8,1000,0.406878602698214,0.481883367376385,0.250730129566475,0.0100343840653671,0.0171476942797417,0.00362835350834714
"2",0.01,10,0.05,0.4,1,0.8,2000,0.407538641687267,0.480504332363103,0.251424801074263,0.00998662179715634,0.0166990998781241,0.00354600471219758
"8",0.01,10,0.05,0.6,1,0.8,2000,0.409843669175182,0.475158862624766,0.253227148504827,0.00996252384881846,0.0169708267483009,0.00361904276742837
"14",0.01,10,0.05,0.8,1,0.8,2000,0.411625318426093,0.471038643125554,0.254643377989155,0.00992827197883006,0.017099079807044,0.00367148713888868
"20",0.01,10,0.05,1,1,0.8,2000,0.41308604720876,0.467674817069512,0.255768323800903,0.00990769631643349,0.017130780594481,0.00365441580510389
"26",0.01,10,0.1,0.4,1,0.8,2000,0.407180251914657,0.481341301232581,0.251091692587024,0.010016536730716,0.0168068877456847,0.00359305472860355
"32",0.01,10,0.1,0.6,1,0.8,2000,0.409397881209341,0.476175754703982,0.252865312091058,0.00992115017340411,0.0168251552963229,0.00357984125038987
"38",0.01,10,0.1,0.8,1,0.8,2000,0.411221274692489,0.471948169173002,0.254273853124242,0.00993007551471282,0.0170817768107795,0.00361145860941591
"44",0.01,10,0.1,1,1,0.8,2000,0.41257303651662,0.468834186690754,0.255369974942111,0.00991198499098806,0.0171985728654114,0.00366382402367592
"3",0.01,10,0.05,0.4,1,0.8,3000,0.411023329576219,0.472533364976854,0.254454737429567,0.00989731943172551,0.0166865052536409,0.00357974105250966
"9",0.01,10,0.05,0.6,1,0.8,3000,0.414944864471454,0.463821149382897,0.257472294644365,0.00987201144880092,0.0169457190238709,0.00365616839725407
"15",0.01,10,0.05,0.8,1,0.8,3000,0.417410060269541,0.458392466775839,0.259333059684542,0.00982905859803554,0.0171036111930352,0.00370068768551883
"21",0.01,10,0.05,1,1,0.8,3000,0.419279435733665,0.454286143284095,0.260690108142533,0.00981292821301243,0.0170962214491534,0.00368767524186097
"27",0.01,10,0.1,0.4,1,0.8,3000,0.410272414858929,0.474223941924688,0.253774176471354,0.00995227927325984,0.0168204973444015,0.00360381573641328
