"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,9,0.05,0.6,3,0.8,1000,0.404467458424503,0.487806063671897,0.248744862316734,0.0103608435783677,0.0165829391574308,0.00381517035121181
"7",0.01,9,0.05,0.6,4,0.8,1000,0.404433011073196,0.487895576865333,0.24870625891334,0.0103466436678648,0.0164720294066312,0.00380687262306104
"13",0.01,9,0.05,1,3,0.8,1000,0.405344655878101,0.485611048879717,0.249534413735217,0.0103366008704668,0.0165493828743751,0.00382950872187108
"19",0.01,9,0.05,1,4,0.8,1000,0.405235715295876,0.485882328371472,0.249446357552613,0.0103490777337087,0.0165529825166604,0.00384239497718028
"25",0.01,9,0.1,0.6,3,0.8,1000,0.404446581346594,0.487859160182858,0.248740615912009,0.0103592658380346,0.0165704100981345,0.00379806771379278
"31",0.01,9,0.1,0.6,4,0.8,1000,0.4044701884031,0.487799059071963,0.248736271154833,0.0103592517508494,0.0165218894101415,0.00380841980837206
"37",0.01,9,0.1,1,3,0.8,1000,0.405342778568368,0.485615967836587,0.249549162798867,0.0103401112075714,0.0165724522805844,0.00379728586083097
"43",0.01,9,0.1,1,4,0.8,1000,0.405236591881643,0.485881356721752,0.24947936080104,0.0103724643409665,0.0165845406778659,0.00382288488537673
"49",0.01,10,0.05,0.6,3,0.8,1000,0.404826353497682,0.486928680863482,0.24908457240493,0.0103991464888964,0.0166430842790682,0.00385233666178991
"55",0.01,10,0.05,0.6,4,0.8,1000,0.404714838131569,0.487204968482939,0.248961574020104,0.0103291600276769,0.0165012102189755,0.00382084786387125
"61",0.01,10,0.05,1,3,0.8,1000,0.406131198314436,0.48370401930829,0.250242273986899,0.0103265147487208,0.0165651468228506,0.00383082120276984
"67",0.01,10,0.05,1,4,0.8,1000,0.405920623949715,0.484217473409134,0.250078540597852,0.0103575394043879,0.016553012094961,0.00386168551498055
"73",0.01,10,0.1,0.6,3,0.8,1000,0.404814938600923,0.486955287059963,0.249083611803312,0.0103618741419981,0.0165619220152464,0.0038525210079433
"79",0.01,10,0.1,0.6,4,0.8,1000,0.404752808313692,0.487106815750937,0.249006395997436,0.0103863088824942,0.0166680983896151,0.00384754710894036
"85",0.01,10,0.1,1,3,0.8,1000,0.406122227037765,0.483725507366287,0.250246376153985,0.0103237219784368,0.0165673425265331,0.00385633104021248
"91",0.01,10,0.1,1,4,0.8,1000,0.405873527336995,0.48433487907531,0.250062614152369,0.010351476920032,0.0165918526392823,0.00381612828236608
"2",0.01,9,0.05,0.6,3,0.8,2000,0.406598366568341,0.482727297657215,0.250625331851154,0.0103511436697953,0.0166177765719228,0.00388199055639147
"8",0.01,9,0.05,0.6,4,0.8,2000,0.406445470475226,0.483086994083929,0.250530093497011,0.0103607215871614,0.0165573126571941,0.00390016836152118
"14",0.01,9,0.05,1,3,0.8,2000,0.408637120972009,0.477846119142463,0.25247079103421,0.0103225659400409,0.0166108028533734,0.00392132499367167
"20",0.01,9,0.05,1,4,0.8,2000,0.408373318827026,0.478462193669071,0.25226547287391,0.010342782037664,0.0166422644861181,0.00394236691207919
"26",0.01,9,0.1,0.6,3,0.8,2000,0.406480344315111,0.48300294394424,0.250549444870712,0.0103458837227424,0.016596035968168,0.00388258701370592
"32",0.01,9,0.1,0.6,4,0.8,2000,0.406361285102953,0.483283940254641,0.250454625521641,0.0103743306833051,0.016611027370578,0.0039029230202456
"38",0.01,9,0.1,1,3,0.8,2000,0.40849393954822,0.478182762083815,0.252322063577152,0.0103732396661031,0.016764283976077,0.0039201347577697
"44",0.01,9,0.1,1,4,0.8,2000,0.408277287074225,0.478686143000766,0.252195102027737,0.0103667996890371,0.0166810802068957,0.00393121977081563
"50",0.01,10,0.05,0.6,3,0.8,2000,0.408461481494934,0.478390525942038,0.252389969653459,0.0103890090684382,0.0167606104609755,0.00397783280688996
"56",0.01,10,0.05,0.6,4,0.8,2000,0.408107763879629,0.479211914398176,0.252109285305957,0.0103357753413154,0.0166541600124112,0.00393833065589404
"62",0.01,10,0.05,1,3,0.8,2000,0.411302740781144,0.47174372373545,0.254876183763335,0.0103100466084403,0.0166864034093732,0.00397956048433881
"68",0.01,10,0.05,1,4,0.8,2000,0.410783335044973,0.472924539465231,0.254520100680859,0.0103114303656709,0.016598814179704,0.00398826979633014
"74",0.01,10,0.1,0.6,3,0.8,2000,0.408239978383236,0.478895316972932,0.252166425327879,0.0103821962595551,0.016739250622206,0.00398988811908194
"80",0.01,10,0.1,0.6,4,0.8,2000,0.407948018033489,0.479572931199482,0.25195856017281,0.0103782264594578,0.0167182243269416,0.00397154484023601
"86",0.01,10,0.1,1,3,0.8,2000,0.411045024348115,0.472329984003707,0.254629616212696,0.0102661297559677,0.0166552716513445,0.00396112305420279
"92",0.01,10,0.1,1,4,0.8,2000,0.410544474280735,0.473475593936353,0.254309582724138,0.0103496749612144,0.0167433094797309,0.00395172675605817
"3",0.01,9,0.05,0.6,3,0.8,3000,0.409702988328405,0.475567774346737,0.25352664670569,0.0103294298772069,0.0166898305598857,0.00396327586230096
"9",0.01,9,0.05,0.6,4,0.8,3000,0.409385623323477,0.476282925664388,0.253336474122953,0.0103034268553101,0.0165572255842044,0.00396804185479049
"15",0.01,9,0.05,1,3,0.8,3000,0.412708453861036,0.468622837711364,0.256149800689077,0.0102890890617126,0.016697542173168,0.00399930504872922
"21",0.01,9,0.05,1,4,0.8,3000,0.412265592937491,0.469608067568168,0.255877084870963,0.0103183826134585,0.0167287410126866,0.00403041816982618
"27",0.01,9,0.1,0.6,3,0.8,3000,0.409369017227418,0.47632150566652,0.253268493304534,0.0103216086445665,0.0166580654172448,0.00393693728955365
"33",0.01,9,0.1,0.6,4,0.8,3000,0.409094667078497,0.476948016369827,0.253084953404354,0.0103508704712739,0.0166531407258056,0.0039942539375615
"39",0.01,9,0.1,1,3,0.8,3000,0.412370396020674,0.469379226147136,0.255806107326321,0.0103342685301371,0.0168187953104298,0.00399639289826698
"45",0.01,9,0.1,1,4,0.8,3000,0.411982835208091,0.470246773603669,0.255635577625628,0.010338284149593,0.0167391559925991,0.0039851102547487
"51",0.01,10,0.05,0.6,3,0.8,3000,0.412943560434637,0.468299161782258,0.256488635653969,0.0103272903753489,0.0167533065381927,0.00405050092560972
"57",0.01,10,0.05,0.6,4,0.8,3000,0.412330920405393,0.469662008779467,0.256067544416391,0.0102993768122732,0.0166793920691439,0.00401300254902684
"63",0.01,10,0.05,1,3,0.8,3000,0.416976943303798,0.459276176723265,0.259816554832329,0.010253572543151,0.0167349476597748,0.00403515727473343
"69",0.01,10,0.05,1,4,0.8,3000,0.416188178487851,0.460982516663253,0.259371126790807,0.0102652844125417,0.0166544023601285,0.00407275678441929
"75",0.01,10,0.1,0.6,3,0.8,3000,0.412317849025648,0.469674273446806,0.255885295803492,0.0103329020073429,0.0167452269288613,0.00405735911509438
"81",0.01,10,0.1,0.6,4,0.8,3000,0.411835466138396,0.470750146347374,0.255617563687045,0.0103298256695187,0.0167225023631302,0.00403491701321681
"87",0.01,10,0.1,1,3,0.8,3000,0.416298892532963,0.460745539687284,0.25917944553833,0.0102569364732426,0.0167716158344863,0.00407393013056831
"93",0.01,10,0.1,1,4,0.8,3000,0.415631417714706,0.462188385095049,0.258870230573545,0.0103075619523378,0.0167848996784889,0.00403218616490338
"4",0.01,9,0.05,0.6,3,0.8,4000,0.412984836964291,0.468225922753666,0.256507154677613,0.0103245925294029,0.0167742731935786,0.00403554891906874
"10",0.01,9,0.05,0.6,4,0.8,4000,0.412523720074058,0.469235233328821,0.256273062975427,0.010295566312145,0.0166132953962348,0.00403992319234729
"16",0.01,9,0.05,1,3,0.8,4000,0.416738163164547,0.459824262272571,0.259641052143194,0.0102911635474276,0.0168120328057225,0.00408529800444247
"22",0.01,9,0.05,1,4,0.8,4000,0.416129151306333,0.461129728833332,0.259341933513885,0.0102917558088064,0.0167669303020731,0.00406464768833946
"28",0.01,9,0.1,0.6,3,0.8,4000,0.412376484054605,0.469558739417834,0.256014925588868,0.0103122204077967,0.0167528190490982,0.00400397170210907
"34",0.01,9,0.1,0.6,4,0.8,4000,0.4119846893697,0.470431736051366,0.255808252149171,0.0103108923693455,0.0166523956581972,0.00402974546217261
"40",0.01,9,0.1,1,3,0.8,4000,0.416116797004517,0.461166308229438,0.259051548660049,0.0103338078132377,0.0169097534572288,0.00406412596517419
"46",0.01,9,0.1,1,4,0.8,4000,0.415628363551901,0.462217428293565,0.258883591640376,0.0103227434103624,0.016765588827674,0.00402373427227839
"52",0.01,10,0.05,0.6,3,0.8,4000,0.417361804699336,0.458725760642066,0.260368943002224,0.0103150857931669,0.0168110944467327,0.00412424744745482
"58",0.01,10,0.05,0.6,4,0.8,4000,0.416544323407349,0.460476996549847,0.259869855687001,0.0102568542439705,0.0166853513463662,0.0040869467183259
"64",0.01,10,0.05,1,3,0.8,4000,0.422169684324553,0.448376091994146,0.264160618819031,0.0102375698309852,0.0168088444837227,0.00412606369394543
"70",0.01,10,0.05,1,4,0.8,4000,0.421218808049723,0.450340797926739,0.263706758151564,0.0102536227567891,0.0167366247187542,0.00415770061689305
"76",0.01,10,0.1,0.6,3,0.8,4000,0.416264340314607,0.461049446955561,0.259325456355196,0.0103199254639662,0.016807169749316,0.00412377616202656
"82",0.01,10,0.1,0.6,4,0.8,4000,0.415651952780895,0.462370155269511,0.259050816086579,0.0102861128936914,0.0167085692823638,0.00407528633000506
"88",0.01,10,0.1,1,3,0.8,4000,0.420998685736541,0.450809082421423,0.263086290171494,0.010288550738623,0.0169334724394886,0.0041658484789917
"94",0.01,10,0.1,1,4,0.8,4000,0.420251108268638,0.452359526412862,0.262816600819132,0.0102754880222028,0.0168296797454418,0.00408198230865412
"5",0.01,9,0.05,0.6,3,0.8,5000,0.416160193735913,0.461325110951928,0.259316970814291,0.0102617443609525,0.0167142207558384,0.00407774988350543
"11",0.01,9,0.05,0.6,4,0.8,5000,0.41560004510181,0.462510102590972,0.259067222070004,0.0102583669672216,0.0166008710017112,0.00407564235681046
"17",0.01,9,0.05,1,3,0.8,5000,0.420472080102227,0.451929987603628,0.262797329168175,0.0102926551785618,0.0168831231056548,0.00415286332939956
"23",0.01,9,0.05,1,4,0.8,5000,0.41975237562548,0.453423576076573,0.262473488199254,0.0102944690893766,0.016840263440361,0.00413041060420354
"29",0.01,9,0.1,0.6,3,0.8,5000,0.415273248582514,0.463213455789812,0.258575633104852,0.0102848869773944,0.016751004737559,0.00404599467004347
