"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,6,0.05,0.4,3,0.8,1000,0.405312263218331,0.485740292801575,0.249838117636596,0.00951040818368138,0.0149683984428867,0.00343745969711999
"7",0.01,6,0.05,0.4,4,0.8,1000,0.405336761015646,0.48567481115771,0.249834212090402,0.00951818140940226,0.0149812728147879,0.00342527449101613
"13",0.01,6,0.05,0.8,3,0.8,1000,0.405335490198676,0.485635386301703,0.249629369139373,0.00950410368910697,0.014937025575161,0.00344081754934233
"19",0.01,6,0.05,0.8,4,0.8,1000,0.405312589044875,0.485694093510943,0.249611482959023,0.00952060083170749,0.0149733767363952,0.00341456984203549
"25",0.01,6,0.1,0.4,3,0.8,1000,0.405327362317212,0.485701927015158,0.249858462160399,0.00946853851858917,0.0148909204174168,0.00341354583393537
"31",0.01,6,0.1,0.4,4,0.8,1000,0.405350277418733,0.485640474180781,0.249862774115591,0.00952181123537792,0.0150064359770145,0.00343927917820387
"37",0.01,6,0.1,0.8,3,0.8,1000,0.405326687494549,0.485658717882066,0.249641067877163,0.00947946232785801,0.014851764808749,0.00342266935667563
"43",0.01,6,0.1,0.8,4,0.8,1000,0.4053160868018,0.485685824027701,0.249634014190083,0.00949266312819662,0.0148699187562577,0.00342591325950911
"49",0.01,8,0.05,0.4,3,0.8,1000,0.404391573962114,0.487997756118597,0.24877744852397,0.00948475255361302,0.0148756027402309,0.00340000507972383
"55",0.01,8,0.05,0.4,4,0.8,1000,0.404408991032146,0.487954724329129,0.248762768705338,0.00951209968419702,0.0149660449593918,0.0034165276631293
"61",0.01,8,0.05,0.8,3,0.8,1000,0.404782337730011,0.486993818291111,0.248976398243164,0.00947105768086435,0.0148684472413146,0.00346497258306032
"67",0.01,8,0.05,0.8,4,0.8,1000,0.404730770274909,0.48712193934746,0.248938002608505,0.00948768262644869,0.0148997157965365,0.00343320083758956
"73",0.01,8,0.1,0.4,3,0.8,1000,0.404406837501915,0.487960738150481,0.24879501079239,0.00948166407027647,0.0149035241288564,0.00343920289636396
"79",0.01,8,0.1,0.4,4,0.8,1000,0.404439622003495,0.487879425519857,0.24879626266638,0.00950980039481439,0.014947981858347,0.00342220438145211
"85",0.01,8,0.1,0.8,3,0.8,1000,0.404780099448489,0.486998616112193,0.249002734494446,0.00951156255047298,0.0150006653039367,0.00345991983286979
"91",0.01,8,0.1,0.8,4,0.8,1000,0.404748376397728,0.487079038305236,0.248960866896461,0.00948847822733452,0.0148801881501148,0.00345175385132143
"2",0.01,6,0.05,0.4,3,0.8,2000,0.404576120246225,0.487514478395925,0.248735031034555,0.00947805638313701,0.0148235541147309,0.00340334532822244
"8",0.01,6,0.05,0.4,4,0.8,2000,0.404622402128429,0.487394341890178,0.248744120463706,0.00950483567895056,0.0148985853297975,0.00340408913891373
"14",0.01,6,0.05,0.8,3,0.8,2000,0.404920831312833,0.486639676570362,0.248987037599388,0.00947261803026933,0.0148272248042056,0.00345115938325641
"20",0.01,6,0.05,0.8,4,0.8,2000,0.404922380745401,0.486637979395825,0.24898241081971,0.00949072779934382,0.0148476951166125,0.0034367580876862
"26",0.01,6,0.1,0.4,3,0.8,2000,0.404590553599044,0.487477301829165,0.248749481687691,0.00945078801227678,0.0147795255916122,0.00339637848066705
"32",0.01,6,0.1,0.4,4,0.8,2000,0.404621887667624,0.487396642914932,0.248781805045088,0.00949451376464166,0.0148609619377883,0.00340486723225157
"38",0.01,6,0.1,0.8,3,0.8,2000,0.404914990852203,0.486655152426884,0.248981830321198,0.00946033375244853,0.0147660208043249,0.00343685313321458
"44",0.01,6,0.1,0.8,4,0.8,2000,0.404905565543181,0.486678279522084,0.248970228674863,0.00946546120667971,0.0147466852410388,0.00343938163843767
"50",0.01,8,0.05,0.4,3,0.8,2000,0.404855350638878,0.486857931021653,0.249001786595478,0.00944484384249995,0.0148306050131189,0.00340048967345843
"56",0.01,8,0.05,0.4,4,0.8,2000,0.404811729147532,0.486965236818102,0.248926419852422,0.00945367199568007,0.0148711956453361,0.00342272599753389
"62",0.01,8,0.05,0.8,3,0.8,2000,0.406202668656989,0.483575525228396,0.250192121133201,0.00944417356678535,0.0149146211335573,0.00347474426172371
"68",0.01,8,0.05,0.8,4,0.8,2000,0.406073948434386,0.483887833113607,0.250092725976252,0.00945657356646164,0.0149091839733132,0.00346689420724283
"74",0.01,8,0.1,0.4,3,0.8,2000,0.404798980390093,0.486996352236793,0.248954086686441,0.00942981007342522,0.0148179714560999,0.00342508271807208
"80",0.01,8,0.1,0.4,4,0.8,2000,0.404773539657427,0.487055686799023,0.248940964411053,0.00943896196751504,0.0148172274088481,0.0034080439291662
"86",0.01,8,0.1,0.8,3,0.8,2000,0.406152584285511,0.483694449625436,0.250158488352754,0.00947550535311588,0.0150116355678534,0.00348140309618677
"92",0.01,8,0.1,0.8,4,0.8,2000,0.4060481250239,0.483948270773555,0.250075236893319,0.00945618713540737,0.0149175822621416,0.00348521265594886
"3",0.01,6,0.05,0.4,3,0.8,3000,0.404722764761619,0.487159704847886,0.248821495487055,0.00946111711845719,0.0147972742069527,0.00339378620995915
"9",0.01,6,0.05,0.4,4,0.8,3000,0.404748797140523,0.487091796603992,0.248819007203553,0.00946270875661954,0.0147916635652,0.00338944255216488
"15",0.01,6,0.05,0.8,3,0.8,3000,0.405384329427965,0.485523919845023,0.249427588495172,0.00943706379665666,0.0147769138678776,0.00346791154559808
"21",0.01,6,0.05,0.8,4,0.8,3000,0.405392959171855,0.48550431606853,0.249438187362458,0.00947181083571786,0.0148337894657528,0.00346347005958144
"27",0.01,6,0.1,0.4,3,0.8,3000,0.404718477417217,0.487169741380526,0.248832099732429,0.00943033506098203,0.0147398907484995,0.00339707716206675
"33",0.01,6,0.1,0.4,4,0.8,3000,0.40474108534998,0.487109625903884,0.248867581067936,0.00946710108188427,0.0147986997588896,0.00339916837133931
