"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,7,0.05,0.6,1,0.8,1000,0.40474498440041,0.48713162855744,0.249027639436703,0.0103171110001678,0.0147601872875435,0.00359094084220363
"7",0.01,7,0.05,0.6,2,0.8,1000,0.404694257801678,0.487261803863855,0.249000089387538,0.0103566649525101,0.0148405352286758,0.00364143122999293
"13",0.01,7,0.05,1,1,0.8,1000,0.405213330207075,0.485924954147307,0.249399293083306,0.0103156343288003,0.0147681964318277,0.00365206615713841
"19",0.01,7,0.05,1,2,0.8,1000,0.405111117014379,0.486186636702263,0.24932934889328,0.0103120873194664,0.0147671617568392,0.00365161927370374
"25",0.01,7,0.1,0.6,1,0.8,1000,0.404757671206083,0.487098650313686,0.249052781537659,0.0103234730270757,0.0147963183920835,0.00359986327704956
"31",0.01,7,0.1,0.6,2,0.8,1000,0.404727063192971,0.487177160101462,0.249032563337759,0.0103420603019119,0.0148168737312825,0.00361739822715456
"37",0.01,7,0.1,1,1,0.8,1000,0.405206543683629,0.485943775015929,0.249401007204563,0.0103365712399378,0.0148082306511586,0.00365353356218028
"43",0.01,7,0.1,1,2,0.8,1000,0.405141330906135,0.486109989590135,0.249338380012667,0.0103171392564851,0.0147525885858116,0.00364823845573069
"49",0.01,9,0.05,0.6,1,0.8,1000,0.404831216173568,0.486899085425784,0.248943333080941,0.0102970902600292,0.0147475886181373,0.00358174353138304
"55",0.01,9,0.05,0.6,2,0.8,1000,0.404715676674473,0.487186340649233,0.24887528348562,0.0102899607258716,0.0147074800147517,0.00361047610303874
"61",0.01,9,0.05,1,1,0.8,1000,0.405878847377969,0.48428497827976,0.249853304627998,0.0102564402463135,0.0147034880976867,0.00363111140497198
"67",0.01,9,0.05,1,2,0.8,1000,0.405690811895177,0.484751515637699,0.24976503583267,0.0102533651017215,0.0146873223631005,0.00365339943712293
"73",0.01,9,0.1,0.6,1,0.8,1000,0.404817091070348,0.486936525733106,0.248975797749827,0.0103391604284645,0.0148166276639679,0.00362729159451671
"79",0.01,9,0.1,0.6,2,0.8,1000,0.404682913823768,0.487269683273917,0.248844259824992,0.0102507939082903,0.0145849549632925,0.0035796276228163
"85",0.01,9,0.1,1,1,0.8,1000,0.405941206008446,0.484131580433381,0.249928556635197,0.0102197047255281,0.0146129143717981,0.00360257104516945
"91",0.01,9,0.1,1,2,0.8,1000,0.405670478869371,0.484800551640612,0.249750301708404,0.0102206494018516,0.0146647482869786,0.00362953841435992
"2",0.01,7,0.05,0.6,1,0.8,2000,0.404926504076096,0.486677676888182,0.248973898128627,0.0102945245772158,0.0147069902636995,0.00355628458934604
"8",0.01,7,0.05,0.6,2,0.8,2000,0.404834388359287,0.486904696125868,0.248927405087951,0.0102996009607329,0.0146843325346718,0.0035895941943043
"14",0.01,7,0.05,1,1,0.8,2000,0.405931923579959,0.484185211208403,0.24981241583032,0.0102226630305239,0.0145626462995493,0.0035958332427197
"20",0.01,7,0.05,1,2,0.8,2000,0.405784979035346,0.484546865925413,0.249742197541688,0.0102201904699603,0.0146007145993079,0.00360564563687844
"26",0.01,7,0.1,0.6,1,0.8,2000,0.404907738021917,0.486722172967323,0.248966979815832,0.0102751755258955,0.0146869277650351,0.00354214752508049
"32",0.01,7,0.1,0.6,2,0.8,2000,0.404835221953848,0.486902844200144,0.248948237708182,0.0102787070148667,0.0146668522499677,0.00356770880702743
"38",0.01,7,0.1,1,1,0.8,2000,0.405889083482489,0.484292508726385,0.249792637866079,0.0102704585101598,0.014710730734396,0.00361125132360431
"44",0.01,7,0.1,1,2,0.8,2000,0.405743328716676,0.484650693202032,0.249719806047301,0.0102138343574832,0.01455540384026,0.00359120109688887
"50",0.01,9,0.05,0.6,1,0.8,2000,0.40745397456406,0.480676981057655,0.251109951677112,0.0101650985331856,0.0146066618832031,0.00357206076143856
"56",0.01,9,0.05,0.6,2,0.8,2000,0.407092665980329,0.48153212791886,0.250954582056499,0.010149785926027,0.0145041409779786,0.00358352785771253
"62",0.01,9,0.05,1,1,0.8,2000,0.409770976822591,0.475171418174068,0.253026190147604,0.0100457238714336,0.0144971684351795,0.00361318656650886
