"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.01,6,0.05,0.4,1,0.8,1000,0.40531972898592,0.485707274544629,0.249894465978932,0.0101086254103659,0.0163944303391165,0.00338266190802866
"7",0.01,6,0.05,0.6,1,0.8,1000,0.405227491622955,0.485912101203925,0.249636739413947,0.0101560203145241,0.0165743872096733,0.00347580681917242
"13",0.01,6,0.05,0.8,1,0.8,1000,0.405340686392765,0.485612995264275,0.249676591159752,0.0101188624272427,0.0164831374745961,0.00348817726424064
"19",0.01,6,0.05,1,1,0.8,1000,0.405439998806662,0.485349408191434,0.249775684506148,0.0101797374296245,0.0166502088734129,0.00351158074297888
"25",0.01,6,0.1,0.4,1,0.8,1000,0.405335182618465,0.485670995371382,0.249889109997784,0.0101337272120607,0.0164053355869745,0.0033731547272384
"31",0.01,6,0.1,0.6,1,0.8,1000,0.405242944823648,0.485875080500799,0.249662638752758,0.0101751183967053,0.0166098488699484,0.00348254374553818
"37",0.01,6,0.1,0.8,1,0.8,1000,0.405363626880544,0.485551343978197,0.249695105741208,0.0101303056286104,0.01651248877821,0.00346362223478862
"43",0.01,6,0.1,1,1,0.8,1000,0.405478147667576,0.485252281560638,0.249774316875679,0.0101655797667769,0.0166325367910738,0.00348068992365677
"2",0.01,6,0.05,0.4,1,0.8,2000,0.404569496477736,0.487516662491194,0.248761975610999,0.0101821258832797,0.0165517954579716,0.00342499140101209
"8",0.01,6,0.05,0.6,1,0.8,2000,0.40465117415273,0.487307931885279,0.248773823890986,0.0102177067235739,0.0167383025462526,0.00353309852120643
"14",0.01,6,0.05,0.8,1,0.8,2000,0.404913246216556,0.486647877621962,0.248978072861658,0.0102052377539938,0.0167270412689247,0.00353225950909151
"20",0.01,6,0.05,1,1,0.8,2000,0.405129611094576,0.486102754998611,0.249206656051016,0.0102398684877188,0.0168462202274593,0.00354465957893078
"26",0.01,6,0.1,0.4,1,0.8,2000,0.404572157543094,0.487510193589797,0.248741882712428,0.0102023182959409,0.0165646845487398,0.00344270709826175
"32",0.01,6,0.1,0.6,1,0.8,2000,0.404671420253294,0.487257820200141,0.248815332287902,0.0102262505417894,0.0167485860559515,0.00353369155760147
"38",0.01,6,0.1,0.8,1,0.8,2000,0.40495150392065,0.486550345354537,0.248998271114486,0.0101950868003486,0.0167167506568588,0.00351243275354221
"44",0.01,6,0.1,1,1,0.8,2000,0.405173393978524,0.485993199975003,0.249207555869326,0.0102209950145477,0.0168330961923248,0.00353071954458466
"3",0.01,6,0.05,0.4,1,0.8,3000,0.404709643985649,0.487179447831072,0.248841932953718,0.0101901981432633,0.0165988127615961,0.00342765716233864
"9",0.01,6,0.05,0.6,1,0.8,3000,0.405006246682844,0.486449832092024,0.249072981673919,0.0102547380708085,0.01686449981855,0.00356356531529577
"15",0.01,6,0.05,0.8,1,0.8,3000,0.405401483122232,0.485471564065817,0.249408313768724,0.0102150686708528,0.0168041808043733,0.003559810546632
"21",0.01,6,0.05,1,1,0.8,3000,0.405769995526156,0.484561625518448,0.249751887552403,0.0102423562993934,0.0169352472213131,0.00356916037650213
